Federal_Provider_Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Survey Date,Survey Type,Deficiency Prefix,Deficiency Category,Deficiency Description,Deficiency Tag Number,Scope Severity Code,Deficiency Corrected,Correction Date,Inspection Cycle,Standard Deficiency,Complaint Deficiency,Location,Processing Date,,
465139,LIFE CARE CENTER OF SALT LAKE CITY,1201 EAST 4500 SOUTH,SALT LAKE CITY,UT,84117,02/27/2019 12:00:00 AM,Health,false,Resident Assessment and Care Planning Deficiencies,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,842,E,"Deficient, Provider has date of correction",04/12/2019 12:00:00 AM,2,false,true,"1201 EAST 4500 SOUTH SALT LAKE CITY, UT 84117 (40.674302, -111.857018)",04/01/2020 12:00:00 AM,,
465183,SPANISH FORK REHABILITATION AND NURSING,151 EAST CENTER STREET,SPANISH FORK,UT,84660,08/01/2018 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Provide the appropriate treatment and services to a resident who displays or is diagnosed with dementia.,744,E,"Deficient, Provider has date of correction",10/10/2018 12:00:00 AM,2,true,false,"151 EAST CENTER STREET SPANISH FORK, UT 84660 (40.109816, -111.652277)",04/01/2020 12:00:00 AM,,
465169,THATCHER BROOK REHABILITATION & CARE CENTER,1795 SOUTH CHELEMES WAY,CLEARFIELD,UT,84015,12/07/2017 12:00:00 AM,Health,false,Resident Assessment and Care Planning Deficiencies,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",656,D,"Deficient, Provider has date of correction",01/31/2018 12:00:00 AM,3,true,false,"1795 SOUTH CHELEMES WAY CLEARFIELD, UT 84015 (41.087565, -112.017754)",04/01/2020 12:00:00 AM,,
465179,COUNTRY LIFE CARE CENTER,13747 SOUTH REDWOOD ROAD,RIVERTON,UT,84065,07/05/2018 12:00:00 AM,Health,false,Resident Assessment and Care Planning Deficiencies,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,842,D,"Deficient, Provider has date of correction",09/13/2018 12:00:00 AM,2,true,false,"13747 SOUTH REDWOOD ROAD RIVERTON, UT 84065 (40.501469, -111.938641)",04/01/2020 12:00:00 AM,,
465119,PROVO REHABILITATION AND NURSING,1001 NORTH 500 WEST,PROVO,UT,84604,02/16/2017 12:00:00 AM,Health,false,Resident Rights Deficiencies,"Ensure residents have the right to have a choice over activities, their schedules, and health care according to their interests, assessments, and plans of care.",242,D,"Deficient, Provider has date of correction",04/10/2017 12:00:00 AM,3,true,false,"1001 NORTH 500 WEST PROVO, UT 84604 (40.24745, -111.667422)",04/01/2020 12:00:00 AM,,
465117,SOUTH OGDEN POST- ACUTE,5540 SOUTH 1050 EAST,OGDEN,UT,84405,02/21/2019 12:00:00 AM,Health,false,Resident Rights Deficiencies,"Honor the resident's right to request, refuse, and/or discontinue treatment, to participate in or refuse to participate in experimental research, and to formulate an advance directive.",578,D,"Deficient, Provider has date of correction",04/30/2019 12:00:00 AM,1,true,false,"5540 SOUTH 1050 EAST OGDEN, UT 84405 (41.162569, -111.952649)",04/01/2020 12:00:00 AM,,
465157,MILLARD COUNTY CARE AND REHABILITATION,150 SOUTH WHITE SAGE AVENUE,DELTA,UT,84624,12/05/2019 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,689,G,"Deficient, Provider has date of correction",03/02/2020 12:00:00 AM,1,true,false,"150 SOUTH WHITE SAGE AVENUE DELTA, UT 84624 (39.349923, -112.560183)",04/01/2020 12:00:00 AM,,
46A070,CANYONLANDS CARE CENTER,390 WEST WILLIAMS WAY,MOAB,UT,84532,11/08/2017 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Maintain drug records and properly mark/label drugs and other similar products according to accepted professional standards.,431,D,"Deficient, Provider has date of correction",12/30/2017 12:00:00 AM,2,true,false,"390 WEST WILLIAMS WAY MOAB, UT 84532 (38.574334, -109.558229)",04/01/2020 12:00:00 AM,,
465116,ROCKY MOUNTAIN CARE - LOGAN,1480 NORTH 400 EAST,LOGAN,UT,84341,03/07/2019 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Ensure that residents are free from significant medication errors.,760,D,"Deficient, Provider has date of correction",03/31/2019 12:00:00 AM,1,true,false,"1480 NORTH 400 EAST LOGAN, UT 84341 (41.75881, -111.823986)",04/01/2020 12:00:00 AM,,
465165,MISSION AT MAPLE SPRINGS,1010 SOUTH MEDICAL DRIVE,BRIGHAM,UT,84302,01/27/2020 12:00:00 AM,Health,false,Nutrition and Dietary Deficiencies,"Employ sufficient staff with the appropriate competencies and skills sets to carry out the functions of the food and nutrition service, including a qualified dietician.",801,E,"Deficient, Provider has date of correction",02/26/2020 12:00:00 AM,1,true,false,"1010 SOUTH MEDICAL DRIVE BRIGHAM, UT 84302 (41.489426, -112.025927)",04/01/2020 12:00:00 AM,,
465175,MISSION AT COMMUNITY LIVING REHABILITATION CENTER,10 WEST 400 SOUTH,CENTERFIELD,UT,84622,06/27/2017 12:00:00 AM,Health,false,Nutrition and Dietary Deficiencies,"Store, cook, and serve food in a safe and clean way.",371,E,"Deficient, Provider has date of correction",07/31/2017 12:00:00 AM,3,true,false,"10 WEST 400 SOUTH CENTERFIELD, UT 84622 (39.119065, -111.821984)",04/01/2020 12:00:00 AM,,
46A072,GARFIELD COUNTY NURSING HOME,200 NORTH 450 EAST,PANGUITCH,UT,84759,07/02/2019 12:00:00 AM,Health,false,Nutrition and Dietary Deficiencies,"Ensure each resident receives and the facility provides food that accommodates resident allergies, intolerances, and preferences, as well as appealing options.",806,D,"Deficient, Provider has date of correction",07/12/2019 12:00:00 AM,1,true,false,"200 NORTH 450 EAST PANGUITCH, UT 84759 (38.635339, -112.110461)",04/01/2020 12:00:00 AM,,
465149,BROOKDALE SALT LAKE CITY SNF,76 SOUTH 500 EAST,SALT LAKE CITY,UT,84102,12/11/2017 12:00:00 AM,Health,false,Environmental Deficiencies,Provide and implement an infection prevention and control program.,880,E,"Deficient, Provider has date of correction",01/31/2018 12:00:00 AM,2,true,false,"76 SOUTH 500 EAST SALT LAKE CITY, UT 84102 (40.767657, -111.876785)",04/01/2020 12:00:00 AM,,
46A064,PINE CREEK REHABILITATION AND NURSING,876 WEST 700 SOUTH,SALT LAKE CITY,UT,84104,07/02/2019 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Provide pharmaceutical services to meet the needs of each resident and employ or obtain the services of a licensed pharmacist.,755,D,"Deficient, Provider has date of correction",08/16/2019 12:00:00 AM,1,true,false,"876 WEST 700 SOUTH SALT LAKE CITY, UT 84104 (40.754109, -111.916306)",04/01/2020 12:00:00 AM,,
465188,POINTE MEADOWS HEALTH AND REHABILITATION,2750 NORTH DIGITAL DRIVE,LEHI,UT,84043,12/19/2019 12:00:00 AM,Health,false,Environmental Deficiencies,Provide and implement an infection prevention and control program.,880,E,"Deficient, Provider has date of correction",01/25/2020 12:00:00 AM,1,true,false,"2750 NORTH DIGITAL DRIVE LEHI, UT 84043 (40.422116, -111.879558)",04/01/2020 12:00:00 AM,,
465119,PROVO REHABILITATION AND NURSING,1001 NORTH 500 WEST,PROVO,UT,84604,05/24/2018 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Provide care and assistance to perform activities of daily living for any resident who is unable.,677,E,"Deficient, Provider has date of correction",08/01/2018 12:00:00 AM,2,true,true,"1001 NORTH 500 WEST PROVO, UT 84604 (40.24745, -111.667422)",04/01/2020 12:00:00 AM,,
465185,"MILLCREEK REHABILITATION AND NURSING, LLC",3520 SOUTH HIGHLAND DRIVE,SALT LAKE CITY,UT,84106,05/14/2019 12:00:00 AM,Health,false,Administration Deficiencies,Have the Quality Assessment and Assurance group have the required members and meet at least quarterly,868,E,"Deficient, Provider has date of correction",06/17/2019 12:00:00 AM,1,true,false,,04/01/2020 12:00:00 AM,,
465150,WILLIAM E CHRISTOFFERSEN SALT LAKE VETERANS HOME,700 SOUTH FOOTHILL DRIVE,SALT LAKE CITY,UT,84113,12/19/2019 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,689,D,"Deficient, Provider has date of correction",02/14/2020 12:00:00 AM,1,true,false,"700 SOUTH FOOTHILL DRIVE SALT LAKE CITY, UT 84113 (40.752615, -111.831915)",04/01/2020 12:00:00 AM,,
465174,FAIRFIELD VILLAGE REHABILITATION,1203 NORTH FAIRFIELD ROAD,LAYTON,UT,84041,07/03/2018 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,686,D,"Deficient, Provider has date of correction",07/30/2018 12:00:00 AM,2,true,false,"1203 NORTH FAIRFIELD ROAD LAYTON, UT 84041 (41.077246, -111.950182)",04/01/2020 12:00:00 AM,,
465152,BELLA TERRA ST GEORGE,178 SOUTH 1200 EAST,ST GEORGE,UT,84790,07/13/2017 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Give residents proper treatment to prevent new bed (pressure) sores or heal existing bed sores.,314,G,"Deficient, Provider has date of correction",09/22/2017 12:00:00 AM,3,true,true,"178 SOUTH 1200 EAST ST GEORGE, UT 84790 (37.105013, -113.557846)",04/01/2020 12:00:00 AM,,
465183,SPANISH FORK REHABILITATION AND NURSING,151 EAST CENTER STREET,SPANISH FORK,UT,84660,08/01/2018 12:00:00 AM,Health,false,Nutrition and Dietary Deficiencies,"Employ sufficient staff with the appropriate competencies and skills sets to carry out the functions of the food and nutrition service, including a qualified dietician.",801,D,"Deficient, Provider has date of correction",10/10/2018 12:00:00 AM,2,true,false,"151 EAST CENTER STREET SPANISH FORK, UT 84660 (40.109816, -111.652277)",04/01/2020 12:00:00 AM,,
465155,PINE VIEW TRANSITIONAL REHAB,1497 EAST SKYLINE DRIVE,OGDEN,UT,84405,08/02/2017 12:00:00 AM,Health,false,Nutrition and Dietary Deficiencies,"Store, cook, and serve food in a safe and clean way.",371,E,"Deficient, Provider has date of correction",08/23/2017 12:00:00 AM,3,true,false,"1497 EAST SKYLINE DRIVE OGDEN, UT 84405 (41.151476, -111.941565)",04/01/2020 12:00:00 AM,,
465186,MAPLE SPRINGS SENIOR LIVING,350 EAST 2200 NORTH,NORTH LOGAN,UT,84341,09/26/2019 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Ensure medication error rates are not 5 percent or greater.,759,E,"Deficient, Provider has date of correction",12/01/2019 12:00:00 AM,1,true,false,"350 EAST 2200 NORTH NORTH LOGAN, UT 84341 (41.772229, -111.826913)",04/01/2020 12:00:00 AM,,
465130,STONEHENGE OF SPRINGVILLE,909 WEST 450 SOUTH,SPRINGVILLE,UT,84663,03/22/2018 12:00:00 AM,Health,false,Resident Rights Deficiencies,"Honor the resident's right to a dignified existence, self-determination, communication, and to exercise his or her rights.",550,D,"Deficient, Provider has date of correction",05/01/2018 12:00:00 AM,2,true,false,"909 WEST 450 SOUTH SPRINGVILLE, UT 84663 (40.160179, -111.625309)",04/01/2020 12:00:00 AM,,
465157,MILLARD COUNTY CARE AND REHABILITATION,150 SOUTH WHITE SAGE AVENUE,DELTA,UT,84624,08/31/2017 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,"Ensure that each resident who enters the nursing home without a catheter is not given a catheter, unless medically necessary, and that incontinent patients receive proper services to prevent urinary tract infections and restore normal bladder functions.",315,E,"Deficient, Provider has date of correction",11/13/2017 12:00:00 AM,3,true,false,"150 SOUTH WHITE SAGE AVENUE DELTA, UT 84624 (39.349923, -112.560183)",04/01/2020 12:00:00 AM,,
46A064,PINE CREEK REHABILITATION AND NURSING,876 WEST 700 SOUTH,SALT LAKE CITY,UT,84104,07/02/2019 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Ensure that residents are free from significant medication errors.,760,D,"Deficient, Provider has date of correction",08/16/2019 12:00:00 AM,1,true,false,"876 WEST 700 SOUTH SALT LAKE CITY, UT 84104 (40.754109, -111.916306)",04/01/2020 12:00:00 AM,,
46A069,ALPINE MEADOW REHABILITATION AND NURSING,2520 SOUTH REDWOOD ROAD,WEST VALLEY CITY,UT,84119,10/22/2019 12:00:00 AM,Health,false,Nutrition and Dietary Deficiencies,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",812,D,"Deficient, Provider has date of correction",12/13/2019 12:00:00 AM,1,true,false,"2520 SOUTH REDWOOD ROAD WEST VALLEY CITY, UT 84119 (40.716212, -111.938962)",04/01/2020 12:00:00 AM,,
465116,ROCKY MOUNTAIN CARE - LOGAN,1480 NORTH 400 EAST,LOGAN,UT,84341,08/11/2016 12:00:00 AM,Health,false,Resident Assessment and Care Planning Deficiencies,Ensure each resident receives an accurate assessment by a qualified health professional.,278,D,"Deficient, Provider has date of correction",09/16/2016 12:00:00 AM,3,true,false,"1480 NORTH 400 EAST LOGAN, UT 84341 (41.75881, -111.823986)",04/01/2020 12:00:00 AM,,
465166,ASPEN RIDGE WEST TRANSITIONAL REHAB,5323 SOUTH MURRAY BOULEVARD,MURRAY,UT,84123,04/20/2017 12:00:00 AM,Health,false,Environmental Deficiencies,"Have a program that investigates, controls and keeps infection from spreading.",441,E,"Deficient, Provider has date of correction",05/11/2017 12:00:00 AM,3,true,false,"5323 SOUTH MURRAY BOULEVARD MURRAY, UT 84123 (40.655426, -111.910148)",04/01/2020 12:00:00 AM,,
465147,ROCKY MOUNTAIN CARE - THE LODGE,544 EAST 1200 SOUTH,HEBER CITY,UT,84032,10/15/2019 12:00:00 AM,Health,false,Quality of Life and Care Deficiencies,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,686,G,"Deficient, Provider has date of correction",11/08/2019 12:00:00 AM,1,true,false,"544 EAST 1200 SOUTH HEBER CITY, UT 84032 (40.49279, -111.403588)",04/01/2020 12:00:00 AM,,
465185,"MILLCREEK REHABILITATION AND NURSING, LLC",3520 SOUTH HIGHLAND DRIVE,SALT LAKE CITY,UT,84106,05/14/2019 12:00:00 AM,Health,false,Administration Deficiencies,Have a  plan that describes the process for conducting QAPI and QAA activities.,865,E,"Deficient, Provider has date of correction",06/17/2019 12:00:00 AM,1,true,false,,04/01/2020 12:00:00 AM,,
465152,BELLA TERRA ST GEORGE,178 SOUTH 1200 EAST,ST GEORGE,UT,84790,10/24/2018 12:00:00 AM,Health,false,Resident Rights Deficiencies,Keep residents' personal and medical records private and confidential.,583,D,"Deficient, Provider has date of correction",12/18/2018 12:00:00 AM,2,true,false,"178 SOUTH 1200 EAST ST GEORGE, UT 84790 (37.105013, -113.557846)",04/01/2020 12:00:00 AM,,
46A058,FAIRVIEW CARE CENTER EAST,455 SOUTH 900 EAST,SALT LAKE CITY,UT,84102,05/24/2018 12:00:00 AM,Health,false,Pharmacy Service Deficiencies,Ensure that residents are free from significant medication errors.,760,D,"Deficient, Provider has date of correction",07/27/2018 12:00:00 AM,2,true,false,"455 SOUTH 900 EAST SALT LAKE CITY, UT 84102 (40.759218, -111.865329)",04/01/2020 12:00:00 AM,,
465185,"MILLCREEK REHABILITATION AND NURSING, LLC",3520 SOUTH HIGHLAND DRIVE,SALT LAKE CITY,UT,84106,05/14/2019 12:00:00 AM,Health,false,Administration Deficiencies,Conduct and document a facility-wide assessment to determine what resources are necessary to care for residents competently during both day-to-day operations and emergencies.,838,D,"Deficient, Provider has date of correction",06/17/2019 12:00:00 AM,1,true,false,,04/01/2020 12:00:00 AM,,
465188,POINTE MEADOWS HEALTH AND REHABILITATION,2750 NORTH DIGITAL DRIVE,LEHI,UT,84043,02/26/2019 12:00:00 AM,Health,false,Resident Rights Deficiencies,"Immediately tell the resident, the resident's doctor, and a family member of situations (injury/decline/room, etc.)  that affect the resident.",580,D,"Deficient, Provider has date of correction",04/19/2019 12:00:00 AM,2,false,true,"2750 NORTH DIGITAL DRIVE LEHI, UT 84043 (40.422116, -111.879558)",04/01/2020 12:00:00 AM,,
465182,STONEHENGE OF OGDEN,5648 SOUTH ADAMS AVE,WASHINGTON TERRACE,UT,84405,03/16/2017 12:00:00 AM,Health,false,Administration Deficiencies,Give or get quality laboratory services/tests in a timely manner to meet the needs of residents.,502,D,"Deficient, Provider has date of correction",05/10/2017 12:00:00 AM,3,true,false,,04/01/2020 12:00:00 AM,,
465137,RED CLIFFS HEALTH AND REHAB,1745 EAST 280 NORTH,ST GEORGE,UT,84790,02/07/2019 12:00:00 AM,Health,false,Resident Rights Deficiencies,"Immediately tell the resident, the resident's doctor, and a family member of situations (injury/decline/room, etc.)  that affect the resident.",580,D,"Deficient, Provider has date of correction",03/30/2019 12:00:00 AM,2,true,false,"1745 EAST 280 NORTH ST GEORGE, UT 84790 (37.113132, -113.546401)",04/01/2020 12:00:00 AM,,
465159,ASPEN RIDGE TRANSITIONAL REHAB,963 EAST 6600 SOUTH,MURRAY,UT,84121,06/29/2017 12:00:00 AM,Health,false,Administration Deficiencies,"Keep accurate, complete and organized clinical records on each resident that meet professional standards.",514,D,"Deficient, Provider has date of correction",08/15/2017 12:00:00 AM,3,true,false,"963 EAST 6600 SOUTH MURRAY, UT 84121 (40.631566, -111.864023)",04/01/2020 12:00:00 AM,,
465169,THATCHER BROOK REHABILITATION & CARE CENTER,1795 SOUTH CHELEMES WAY,CLEARFIELD,UT,84015,12/19/2019 12:00:00 AM,Health,false,Resident Rights Deficiencies,Allow residents to self-administer drugs if determined clinically appropriate.,554,D,"Deficient, Provider has date of correction",01/31/2020 12:00:00 AM,1,true,false,"1795 SOUTH CHELEMES WAY CLEARFIELD, UT 84015 (41.087565, -112.017754)",04/01/2020 12:00:00 AM,,
465149,BROOKDALE SALT LAKE CITY SNF,76 SOUTH 500 EAST,SALT LAKE CITY,UT,84102,02/07/2019 12:00:00 AM,Health,false,Resident Assessment and Care Planning Deficiencies,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,842,D,"Deficient, Provider has date of correction",03/15/2019 12:00:00 AM,1,true,false,"76 SOUTH 500 EAST SALT LAKE CITY, UT 84102 (40.767657, -111.876785)",04/01/2020 12:00:00 AM,,
465144,SEASONS HEALTHCARE AND REHABILITATION,242 NORTH 200 WEST,ST GEORGE,UT,84770,11/17/2016 12:00:00 AM,Health,false,Nutrition and Dietary Deficiencies,"Store, cook, and serve food in a safe and clean way.",371,E,"Deficient, Provider has date of correction",01/10/2017 12:00:00 AM,3,true,false,"242 NORTH 200 WEST ST GEORGE, UT 84770 (37.112209, -113.587509)",04/01/2020 12:00:00 AM,,
